url,httpStatusCode
https://www.c-span.org/search/?personid%5b%5d=1914&searchtype=videos&seriesid%5b%5d=91&sort=most%2brecent%2bairing,200
https://www.c-span.org/video/?c4714674%2fcasey-mnuchin,301
https://www.c-span.org/video/?c4714307%2fsen-grassley-iowa-questions-dir-mulvaney-ifr,301
https://www.c-span.org/video/?c4714649%2f180214-hbc-mick-mulvaney,301
https://www.c-span.org/video/?c4714567%2freed-question-insulin-pricing,301
https://www.c-span.org/search/?personid%5b%5d=2249&searchtype=videos&seriesid%5b%5d=91&sort=most%2brecent%2bairing,200
https://www.c-span.org/video/?c4715045%2fwyden-idaho,301
https://www.c-span.org/video/?c4714574%2fbudget-director-military-parade-cost-10-30-million,301
https://www.c-span.org/series/print/?date=2018-02-20%2018%3a16%3a10&series=70,200
https://www.c-span.org/video/?c4714402%2fsen-merkley,301
https://www.c-span.org/congress/bills/bill/?115%2fhres736,404
https://www.c-span.org/video/?c4714538%2frep-dave-reichert-discusses-lymphedema-treatment-sec-azar,301
https://www.c-span.org/video/?c4715287%2ftrumpmakinggreat,301
https://www.c-span.org/video/?430290-1%2fhoover-presidential-library-museums-american-presidents-exhibit,301
https://www.c-span.org/congress/bills/bill/?115%2fs946,200
https://www.c-span.org/video/?c4714666%2fsen-cardin-secretary-mnuchin-discuss-fy2019-funding-cdfi-fund,301
https://www.c-span.org/video/?436789-4%2fnixon-brezhnev,301
https://www.c-span.org/person/?lindseygraham,200
https://www.c-span.org/congress/votes/?chamber=house,200
https://www.c-span.org/video/?439201-3%2fus-diplomacy-center-museum-collections-part-2,301
https://www.c-span.org/search/?personid%5b%5d=102358&searchtype=videos&seriesid%5b%5d=91&sort=most%2brecent%2bairing,200
https://www.c-span.org/video/?436789-6%2fgeorge-hw-bush-clinton-yeltsin,301
https://www.c-span.org/video/?c4714607%2fmepp-exchange-brown-mnuchin,301
https://www.c-span.org/video/?c4713894%2fmcculloch-v-maryland,301
https://www.c-span.org/search/?personid%5b%5d=102356&searchtype=videos&seriesid%5b%5d=91&sort=most%2brecent%2bairing,200
https://www.c-span.org/video/?c4714545%2fmulvaney-parade,301
https://www.c-span.org/election/,200
https://www.c-span.org/video/?440587-7%2fbible-american-revolution,301
https://www.c-span.org/video/?c4714406%2fsen-jeff-merkley-him,301
https://www.c-span.org/person/?rcruz,200
https://www.c-span.org/search/?searchtype=videos&seriesid%5b%5d=91&sort=most%2brecent%2bairing,200
https://www.c-span.org/series/?americanartifacts,200
https://www.c-span.org/video/?c4688041%2fkansas-lieutenant-governor-jeff-colyer-health-care-kansas,301
https://www.c-span.org/video/?c4714611%2fvan-hollen,301
https://www.c-span.org/myc-span/login/?redir=%2fcongress%2f,200
https://www.c-span.org/convention/?party=dnc,200
